codigo_venta,codigo_almacen,cantidad,fecha,precio_total
5962,10,1,2022-07-25,9.5
5963,248,1,2022-07-25,7.5
5964,45,1,2022-07-25,11
5965,58,1,2022-07-25,10
5966,289,1,2022-07-25,32
5967,76,1,2022-07-25,28
5968,229,1,2022-07-25,22
5969,219,1,2022-07-25,12.5
5970,152,1,2022-07-26,22
5971,48,1,2022-07-26,13
5972,17,1,2022-07-26,9.5
5973,82,1,2022-07-26,27
5974,241,1,2022-07-26,19
5975,293,1,2022-07-26,45
5976,179,1,2022-07-26,13.5
5977,36,1,2022-07-26,8.5
5978,63,1,2022-07-26,15
5979,164,1,2022-07-26,19
5980,43,1,2022-07-27,9.5
5981,278,1,2022-07-27,8.5
5982,75,1,2022-07-27,27
5983,247,1,2022-07-27,7
5984,79,1,2022-07-27,24
5985,139,1,2022-07-27,24
5986,162,1,2022-07-27,17
5987,163,1,2022-07-27,18
5988,249,1,2022-07-27,8
5989,300,1,2022-07-27,45
5990,44,1,2022-07-28,10
5991,103,1,2022-07-28,27
5992,207,1,2022-07-28,13.5
5993,43,1,2022-07-28,9.5
5994,78,1,2022-07-28,23
5995,38,1,2022-07-28,9.5
5996,245,1,2022-07-28,25
5997,120,1,2022-08-01,23
5998,291,1,2022-08-01,38
5999,49,1,2022-08-01,15
6000,72,1,2022-08-01,24
6001,60,1,2022-08-01,12
6002,234,1,2022-08-01,19
6003,71,1,2022-08-01,23
6004,151,1,2022-08-01,20
6005,107,1,2022-08-01,24
6006,248,1,2022-08-01,7.5
6007,87,1,2022-08-01,25
6008,131,1,2022-08-01,22
6009,63,1,2022-08-01,15
6010,250,1,2022-08-01,8.5
6011,45,1,2022-08-01,11
6012,79,1,2022-08-01,24
6013,197,1,2022-08-01,12
6014,239,1,2022-08-01,17
6015,13,1,2022-08-01,11
6016,241,1,2022-08-01,19
6017,128,1,2022-08-02,18
6018,100,1,2022-08-02,24
6019,102,1,2022-08-02,26
6020,243,1,2022-08-02,22
6021,116,1,2022-08-02,26
6022,80,1,2022-08-02,25
6023,24,1,2022-08-02,9.5
6024,3,1,2022-08-02,9.5
6025,295,1,2022-08-02,28
6026,47,1,2022-08-02,13
6027,201,1,2022-08-02,14
6028,229,1,2022-08-02,22
6029,243,1,2022-08-02,22
6030,181,1,2022-08-02,14.5
6031,292,1,2022-08-02,42
6032,68,1,2022-08-02,13
6033,166,1,2022-08-02,22
6034,155,1,2022-08-02,17
6035,251,1,2022-08-02,9
6036,292,1,2022-08-02,42
6037,47,1,2022-08-03,13
6038,105,1,2022-08-03,29
6039,149,1,2022-08-03,18
6040,45,1,2022-08-03,11
6041,79,1,2022-08-03,24
6042,99,1,2022-08-03,23
6043,45,1,2022-08-03,11
6044,176,1,2022-08-03,12
6045,26,1,2022-08-03,11
6046,291,1,2022-08-03,38
6047,36,1,2022-08-03,8.5
6048,229,1,2022-08-03,22
6049,232,1,2022-08-03,17
6050,225,1,2022-08-03,17
6051,205,1,2022-08-03,12.5
6052,123,1,2022-08-03,26
6053,275,1,2022-08-03,7
6054,125,1,2022-08-03,28
6055,177,1,2022-08-03,12.5
6056,242,1,2022-08-03,20
6057,154,1,2022-08-04,25
6058,227,1,2022-08-04,19
6059,63,1,2022-08-04,15
6060,14,1,2022-08-04,12
6061,138,1,2022-08-04,22
6062,293,1,2022-08-04,45
6063,187,1,2022-08-04,14
6064,40,1,2022-08-04,11
6065,81,1,2022-08-04,26
6066,252,1,2022-08-04,10
6067,271,1,2022-08-04,8.5
6068,294,1,2022-08-04,48
6069,243,1,2022-08-04,22
6070,250,1,2022-08-04,8.5
6071,243,1,2022-08-04,22
6072,140,1,2022-08-04,25
6073,45,1,2022-08-04,11
6074,71,1,2022-08-04,23
6075,174,1,2022-08-04,14.5
6076,176,1,2022-08-04,12
6077,293,1,2022-08-05,45
6078,36,1,2022-08-05,8.5
6079,205,1,2022-08-05,12.5
6080,47,1,2022-08-05,13
6081,8,1,2022-08-05,8.5
6082,287,1,2022-08-05,48
6083,206,1,2022-08-05,13
6084,239,1,2022-08-05,17
6085,54,1,2022-08-05,13
6086,275,1,2022-08-05,7
6087,177,1,2022-08-05,12.5
6088,290,1,2022-08-05,35
6089,149,1,2022-08-05,18
6090,22,1,2022-08-05,8.5
6091,45,1,2022-08-05,11
6092,100,1,2022-08-05,24
6093,226,1,2022-08-05,18
6094,246,1,2022-08-05,6.5
6095,167,1,2022-08-05,24
6096,47,1,2022-08-05,13
6097,114,1,2022-08-08,24
6098,288,1,2022-08-08,28
6099,190,1,2022-08-08,12
6100,207,1,2022-08-08,13.5
6101,151,1,2022-08-08,20
6102,291,1,2022-08-08,38
6103,177,1,2022-08-08,12.5
6104,253,1,2022-08-08,6.5
6105,183,1,2022-08-08,12
6106,54,1,2022-08-08,13
6107,79,1,2022-08-08,24
6108,278,1,2022-08-08,8.5
6109,279,1,2022-08-08,9
6110,205,1,2022-08-08,12.5
6111,152,1,2022-08-08,22
6112,73,1,2022-08-08,25
6113,39,1,2022-08-08,10
6114,8,1,2022-08-08,8.5
6115,239,1,2022-08-08,17
6116,81,1,2022-08-08,26
6117,247,1,2022-08-09,7
6118,57,1,2022-08-09,9.5
6119,47,1,2022-08-09,13
6120,289,1,2022-08-09,32
6121,37,1,2022-08-09,9
6122,41,1,2022-08-09,11
6123,47,1,2022-08-09,13
6124,259,1,2022-08-09,10
6125,245,1,2022-08-09,25
6126,9,1,2022-08-09,9
6127,237,1,2022-08-09,24
6128,72,1,2022-08-09,24
6129,281,1,2022-08-09,28
6130,226,1,2022-08-09,18
6131,122,1,2022-08-09,25
6132,43,1,2022-08-09,9.5
6133,230,1,2022-08-09,24
6134,48,1,2022-08-09,13
6135,237,1,2022-08-09,24
6136,243,1,2022-08-09,22
6137,235,1,2022-08-10,20
6138,11,1,2022-08-10,10
6139,124,1,2022-08-10,27
6140,241,1,2022-08-10,19
6141,45,1,2022-08-10,11
6142,180,1,2022-08-10,14
6143,180,1,2022-08-10,14
6144,137,1,2022-08-10,20
6145,256,1,2022-08-10,8
6146,169,1,2022-08-10,12
6147,289,1,2022-08-10,32
6148,41,1,2022-08-10,11
6149,193,1,2022-08-10,13.5
6150,246,1,2022-08-10,6.5
6151,300,1,2022-08-10,45
6152,228,1,2022-08-10,20
6153,278,1,2022-08-10,8.5
6154,267,1,2022-08-10,6.5
6155,288,1,2022-08-10,28
6156,64,1,2022-08-10,9.5
6157,37,1,2022-08-11,9
6158,239,1,2022-08-11,17
6159,112,1,2022-08-11,29
6160,165,1,2022-08-11,20
6161,295,1,2022-08-11,28
6162,26,1,2022-08-11,11
6163,300,1,2022-08-11,45
6164,11,1,2022-08-11,10
6165,43,1,2022-08-11,9.5
6166,82,1,2022-08-11,27
6167,227,1,2022-08-11,19
6168,9,1,2022-08-11,9
6169,289,1,2022-08-11,32
6170,284,1,2022-08-11,38
6171,16,1,2022-08-11,9
6172,226,1,2022-08-11,18
6173,111,1,2022-08-11,28
6174,220,1,2022-08-11,13
6175,300,1,2022-08-11,45
6176,110,1,2022-08-11,27
6177,14,1,2022-08-12,12
6178,35,1,2022-08-12,12
6179,78,1,2022-08-12,23
6180,25,1,2022-08-12,10
6181,226,1,2022-08-12,18
6182,246,1,2022-08-12,6.5
6183,167,1,2022-08-12,24
6184,125,1,2022-08-12,28
6185,229,1,2022-08-12,22
6186,79,1,2022-08-12,24
6187,126,1,2022-08-12,29
6188,195,1,2022-08-12,14.5
6189,26,1,2022-08-12,11
6190,246,1,2022-08-12,6.5
6191,149,1,2022-08-12,18
6192,247,1,2022-08-12,7
6193,206,1,2022-08-12,13
6194,11,1,2022-08-12,10
6195,240,1,2022-08-12,18
6196,8,1,2022-08-12,8.5
6197,36,1,2022-08-15,8.5
6198,101,1,2022-08-15,25
6199,165,1,2022-08-15,20
6200,70,1,2022-08-15,15
6201,124,1,2022-08-15,27
6202,40,1,2022-08-15,11
6203,36,1,2022-08-15,8.5
6204,299,1,2022-08-15,42
6205,156,1,2022-08-15,18
6206,138,1,2022-08-15,22
6207,119,1,2022-08-15,29
6208,48,1,2022-08-15,13
6209,39,1,2022-08-15,10
6210,221,1,2022-08-15,13.5
6211,39,1,2022-08-15,10
6212,288,1,2022-08-15,28
6213,44,1,2022-08-15,10
6214,146,1,2022-08-15,24
6215,236,1,2022-08-15,22
6216,253,1,2022-08-15,6.5
6217,39,1,2022-08-16,10
6218,282,1,2022-08-16,32
6219,242,1,2022-08-16,20
6220,85,1,2022-08-16,23
6221,3,1,2022-08-16,9.5
6222,241,1,2022-08-16,19
6223,155,1,2022-08-16,17
6224,248,1,2022-08-16,7.5
6225,58,1,2022-08-16,10
6226,288,1,2022-08-16,28
6227,257,1,2022-08-16,8.5
6228,83,1,2022-08-16,28
6229,122,1,2022-08-16,25
6230,79,1,2022-08-16,24
6231,241,1,2022-08-16,19
6232,132,1,2022-08-16,24
6233,81,1,2022-08-16,26
6234,5,1,2022-08-16,11
6235,290,1,2022-08-16,35
6236,109,1,2022-08-16,26
6237,195,1,2022-08-17,14.5
6238,180,1,2022-08-17,14
6239,271,1,2022-08-17,8.5
6240,44,1,2022-08-17,10
6241,183,1,2022-08-17,12
6242,9,1,2022-08-17,9
6243,137,1,2022-08-17,20
6244,177,1,2022-08-17,12.5
6245,250,1,2022-08-17,8.5
6246,65,1,2022-08-17,10
6247,11,1,2022-08-17,10
6248,244,1,2022-08-17,24
6249,101,1,2022-08-17,25
6250,24,1,2022-08-17,9.5
6251,11,1,2022-08-17,10
6252,298,1,2022-08-17,38
6253,298,1,2022-08-17,38
6254,107,1,2022-08-17,24
6255,294,1,2022-08-17,48
6256,43,1,2022-08-17,9.5
6257,46,1,2022-08-18,12
6258,36,1,2022-08-18,8.5
6259,247,1,2022-08-18,7
6260,43,1,2022-08-18,9.5
6261,82,1,2022-08-18,27
6262,159,1,2022-08-18,22
6263,260,1,2022-08-18,6.5
6264,1,1,2022-08-18,8.5
6265,147,1,2022-08-18,25
6266,177,1,2022-08-18,12.5
6267,235,1,2022-08-18,20
6268,229,1,2022-08-18,22
6269,10,1,2022-08-18,9.5
6270,248,1,2022-08-18,7.5
6271,4,1,2022-08-18,10
6272,239,1,2022-08-18,17
6273,43,1,2022-08-18,9.5
6274,241,1,2022-08-18,19
6275,294,1,2022-08-18,48
6276,285,1,2022-08-18,42
6277,286,1,2022-08-19,45
6278,287,1,2022-08-19,48
6279,155,1,2022-08-19,17
6280,147,1,2022-08-19,25
6281,293,1,2022-08-19,45
6282,138,1,2022-08-19,22
6283,152,1,2022-08-19,22
6284,250,1,2022-08-19,8.5
6285,39,1,2022-08-19,10
6286,176,1,2022-08-19,12
6287,43,1,2022-08-19,9.5
6288,290,1,2022-08-19,35
6289,44,1,2022-08-19,10
6290,230,1,2022-08-19,24
6291,208,1,2022-08-19,14
6292,46,1,2022-08-19,12
6293,22,1,2022-08-19,8.5
6294,187,1,2022-08-19,14
6295,298,1,2022-08-19,38
6296,48,1,2022-08-19,13
6297,180,1,2022-08-22,14
6298,244,1,2022-08-22,24
6299,293,1,2022-08-22,45
6300,240,1,2022-08-22,18
6301,229,1,2022-08-22,22
6302,52,1,2022-08-22,11
6303,79,1,2022-08-22,24
6304,229,1,2022-08-22,22
6305,82,1,2022-08-22,27
6306,111,1,2022-08-22,28
6307,157,1,2022-08-22,19
6308,289,1,2022-08-22,32
6309,79,1,2022-08-22,24
6310,203,1,2022-08-22,15
6311,11,1,2022-08-22,10
6312,148,1,2022-08-22,17
6313,12,1,2022-08-22,11
6314,181,1,2022-08-22,14.5
6315,27,1,2022-08-22,11
6316,236,1,2022-08-22,22
6317,278,1,2022-08-23,8.5
6318,43,1,2022-08-23,9.5
6319,47,1,2022-08-23,13
6320,80,1,2022-08-23,25
6321,84,1,2022-08-23,29
6322,139,1,2022-08-23,24
6323,230,1,2022-08-23,24
6324,243,1,2022-08-23,22
6325,47,1,2022-08-23,13
6326,45,1,2022-08-23,11
6327,44,1,2022-08-23,10
6328,228,1,2022-08-23,20
6329,240,1,2022-08-23,18
6330,82,1,2022-08-23,27
6331,229,1,2022-08-23,22
6332,125,1,2022-08-23,28
6333,76,1,2022-08-23,28
6334,178,1,2022-08-23,13
6335,227,1,2022-08-23,19
6336,28,1,2022-08-23,12
6337,222,1,2022-08-24,14
6338,228,1,2022-08-24,20
6339,229,1,2022-08-24,22
6340,183,1,2022-08-24,12
6341,227,1,2022-08-24,19
6342,259,1,2022-08-24,10
6343,230,1,2022-08-24,24
6344,299,1,2022-08-24,42
6345,78,1,2022-08-24,23
6346,176,1,2022-08-24,12
6347,142,1,2022-08-24,18
6348,258,1,2022-08-24,9
6349,250,1,2022-08-24,8.5
6350,231,1,2022-08-24,25
6351,176,1,2022-08-24,12
6352,291,1,2022-08-24,38
6353,41,1,2022-08-24,11
6354,153,1,2022-08-24,24
6355,45,1,2022-08-24,11
6356,12,1,2022-08-24,11
6357,153,1,2022-08-25,24
6358,283,1,2022-08-25,35
6359,127,1,2022-08-25,17
6360,225,1,2022-08-25,17
6361,247,1,2022-08-25,7
6362,72,1,2022-08-25,24
6363,24,1,2022-08-25,9.5
6364,233,1,2022-08-25,18
6365,301,1,2022-08-25,48
6366,242,1,2022-08-25,20
6367,211,1,2022-08-25,12
6368,137,1,2022-08-25,20
6369,251,1,2022-08-25,9
6370,299,1,2022-08-25,42
6371,31,1,2022-08-25,9.5
6372,244,1,2022-08-25,24
6373,237,1,2022-08-25,24
6374,250,1,2022-08-25,8.5
6375,179,1,2022-08-25,13.5
6376,172,1,2022-08-25,13.5
6377,241,1,2022-08-26,19
6378,50,1,2022-08-26,9.5
6379,16,1,2022-08-26,9
6380,120,1,2022-08-26,23
6381,138,1,2022-08-26,22
6382,148,1,2022-08-26,17
6383,41,1,2022-08-26,11
6384,40,1,2022-08-26,11
6385,8,1,2022-08-26,8.5
6386,59,1,2022-08-26,11
6387,44,1,2022-08-26,10
6388,61,1,2022-08-26,13
6389,202,1,2022-08-26,14.5
6390,274,1,2022-08-26,6.5
6391,43,1,2022-08-26,9.5
6392,293,1,2022-08-26,45
6393,47,1,2022-08-26,13
6394,122,1,2022-08-26,25
6395,48,1,2022-08-26,13
6396,261,1,2022-08-26,7
6397,43,1,2022-08-29,9.5
6398,207,1,2022-08-29,13.5
6399,289,1,2022-08-29,32
6400,136,1,2022-08-29,19
6401,250,1,2022-08-29,8.5
6402,222,1,2022-08-29,14
6403,177,1,2022-08-29,12.5
6404,289,1,2022-08-29,32
6405,46,1,2022-08-29,12
6406,48,1,2022-08-29,13
6407,142,1,2022-08-29,18
6408,162,1,2022-08-29,17
6409,177,1,2022-08-29,12.5
6410,9,1,2022-08-29,9
6411,250,1,2022-08-29,8.5
6412,27,1,2022-08-29,11
6413,8,1,2022-08-29,8.5
6414,47,1,2022-08-29,13
6415,47,1,2022-08-29,13
6416,8,1,2022-08-29,8.5
6417,136,1,2022-08-30,19
6418,299,1,2022-08-30,42
6419,250,1,2022-08-30,8.5
6420,159,1,2022-08-30,22
6421,210,1,2022-08-30,15
6422,292,1,2022-08-30,42
6423,268,1,2022-08-30,7
6424,286,1,2022-08-30,45
6425,230,1,2022-08-30,24
6426,110,1,2022-08-30,27
6427,12,1,2022-09-01,11
6428,102,1,2022-09-01,26
6429,12,1,2022-09-01,11
6430,179,1,2022-09-01,13.5
6431,152,1,2022-09-01,22
6432,1,1,2022-09-01,8.5
6433,62,1,2022-09-01,13
6434,43,1,2022-09-01,9.5
6435,207,1,2022-09-01,13.5
6436,85,1,2022-09-01,23
6437,79,1,2022-09-01,24
6438,48,1,2022-09-01,13
6439,55,1,2022-09-01,13
6440,133,1,2022-09-01,25
6441,239,1,2022-09-01,17
6442,250,1,2022-09-01,8.5
6443,226,1,2022-09-01,18
6444,47,1,2022-09-01,13
6445,228,1,2022-09-01,20
6446,68,1,2022-09-01,13
6447,11,1,2022-09-01,10
6448,13,1,2022-09-01,11
6449,277,1,2022-09-01,8
6450,177,1,2022-09-01,12.5
6451,11,1,2022-09-01,10
6452,106,1,2022-09-01,23
6453,228,1,2022-09-01,20
6454,298,1,2022-09-01,38
6455,41,1,2022-09-01,11
6456,180,1,2022-09-01,14
6457,199,1,2022-09-01,13
6458,62,1,2022-09-01,13
6459,73,1,2022-09-01,25
6460,261,1,2022-09-01,7
6461,251,1,2022-09-01,9
6462,244,1,2022-09-01,24
6463,183,1,2022-09-01,12
6464,50,1,2022-09-01,9.5
6465,132,1,2022-09-01,24
6466,13,1,2022-09-01,11
6467,292,1,2022-09-01,42
6468,81,1,2022-09-01,26
6469,60,1,2022-09-01,12
6470,225,1,2022-09-01,17
6471,291,1,2022-09-01,38
6472,38,1,2022-09-01,9.5
6473,178,1,2022-09-01,13
6474,229,1,2022-09-01,22
6475,27,1,2022-09-01,11
6476,250,1,2022-09-01,8.5
6477,40,1,2022-09-01,11
6478,292,1,2022-09-02,42
6479,113,1,2022-09-02,23
6480,77,1,2022-09-02,29
6481,256,1,2022-09-02,8
6482,43,1,2022-09-02,9.5
6483,229,1,2022-09-02,22
6484,30,1,2022-09-02,9
6485,76,1,2022-09-02,28
6486,48,1,2022-09-02,13
6487,249,1,2022-09-02,8
6488,41,1,2022-09-02,11
6489,249,1,2022-09-02,8
6490,292,1,2022-09-02,42
6491,170,1,2022-09-02,12.5
6492,241,1,2022-09-02,19
6493,226,1,2022-09-02,18
6494,34,1,2022-09-02,11
6495,48,1,2022-09-02,13
6496,248,1,2022-09-02,7.5
6497,288,1,2022-09-02,28
6498,283,1,2022-09-02,35
6499,13,1,2022-09-02,11
6500,47,1,2022-09-02,13
6501,8,1,2022-09-02,8.5
6502,65,1,2022-09-02,10
6503,78,1,2022-09-02,23
6504,130,1,2022-09-02,20
6505,8,1,2022-09-02,8.5
6506,294,1,2022-09-02,48
6507,246,1,2022-09-02,6.5
6508,90,1,2022-09-02,28
6509,44,1,2022-09-02,10
6510,10,1,2022-09-02,9.5
6511,225,1,2022-09-02,17
6512,180,1,2022-09-02,14
6513,13,1,2022-09-02,11
6514,156,1,2022-09-02,18
6515,150,1,2022-09-02,19
6516,263,1,2022-09-02,8
6517,239,1,2022-09-02,17
6518,158,1,2022-09-05,20
6519,151,1,2022-09-05,20
6520,43,1,2022-09-05,9.5
6521,211,1,2022-09-05,12
6522,270,1,2022-09-05,8
6523,249,1,2022-09-05,8
6524,259,1,2022-09-05,10
6525,10,1,2022-09-05,9.5
6526,43,1,2022-09-05,9.5
6527,178,1,2022-09-05,13
6528,63,1,2022-09-05,15
6529,248,1,2022-09-05,7.5
6530,9,1,2022-09-05,9
6531,103,1,2022-09-05,27
6532,195,1,2022-09-05,14.5
6533,298,1,2022-09-05,38
6534,120,1,2022-09-05,23
6535,251,1,2022-09-05,9
6536,246,1,2022-09-05,6.5
6537,236,1,2022-09-05,22
6538,230,1,2022-09-05,24
6539,229,1,2022-09-05,22
6540,293,1,2022-09-05,45
6541,152,1,2022-09-05,22
6542,77,1,2022-09-05,29
6543,181,1,2022-09-05,14.5
6544,256,1,2022-09-05,8
6545,220,1,2022-09-05,13
6546,301,1,2022-09-05,48
6547,9,1,2022-09-05,9
6548,153,1,2022-09-05,24
6549,10,1,2022-09-05,9.5
6550,224,1,2022-09-06,15
6551,213,1,2022-09-06,13
6552,228,1,2022-09-06,20
6553,301,1,2022-09-06,48
6554,241,1,2022-09-06,19
6555,176,1,2022-09-06,12
6556,240,1,2022-09-06,18
6557,105,1,2022-09-06,29
6558,151,1,2022-09-06,20
6559,9,1,2022-09-06,9
6560,82,1,2022-09-06,27
6561,52,1,2022-09-06,11
6562,44,1,2022-09-06,10
6563,290,1,2022-09-06,35
6564,243,1,2022-09-06,22
6565,174,1,2022-09-06,14.5
6566,129,1,2022-09-06,19
6567,47,1,2022-09-06,13
6568,246,1,2022-09-06,6.5
6569,22,1,2022-09-07,8.5
6570,248,1,2022-09-07,7.5
6571,230,1,2022-09-07,24
6572,236,1,2022-09-07,22
6573,248,1,2022-09-07,7.5
6574,123,1,2022-09-07,26
6575,13,1,2022-09-07,11
6576,281,1,2022-09-07,28
6577,251,1,2022-09-07,9
6578,267,1,2022-09-07,6.5
6579,247,1,2022-09-07,7
6580,160,1,2022-09-07,24
6581,285,1,2022-09-07,42
6582,2,1,2022-09-07,9
6583,225,1,2022-09-07,17
6584,45,1,2022-09-07,11
6585,38,1,2022-09-07,9.5
6586,12,1,2022-09-07,11
6587,40,1,2022-09-07,11
6588,245,1,2022-09-07,25
6589,242,1,2022-09-07,20
6590,218,1,2022-09-07,12
6591,43,1,2022-09-07,9.5
6592,38,1,2022-09-07,9.5
6593,239,1,2022-09-07,17
6594,219,1,2022-09-07,12.5
6595,37,1,2022-09-07,9
6596,13,1,2022-09-07,11
6597,277,1,2022-09-07,8
6598,127,1,2022-09-07,17
6599,177,1,2022-09-07,12.5
6600,39,1,2022-09-07,10
6601,162,1,2022-09-07,17
6602,257,1,2022-09-07,8.5
6603,39,1,2022-09-07,10
6604,155,1,2022-09-07,17
6605,162,1,2022-09-07,17
6606,243,1,2022-09-07,22
6607,12,1,2022-09-07,11
6608,160,1,2022-09-07,24
6609,109,1,2022-09-07,26
6610,178,1,2022-09-07,13
6611,149,1,2022-09-07,18
6612,71,1,2022-09-07,23
6613,25,1,2022-09-07,10
6614,250,1,2022-09-07,8.5
6615,45,1,2022-09-07,11
6616,46,1,2022-09-07,12
6617,239,1,2022-09-07,17
6618,45,1,2022-09-07,11
6619,192,1,2022-09-07,13
6620,178,1,2022-09-07,13
6621,43,1,2022-09-07,9.5
6622,225,1,2022-09-07,17
6623,235,1,2022-09-07,20
6624,43,1,2022-09-07,9.5
6625,157,1,2022-09-07,19
6626,29,1,2022-09-07,8.5
6627,11,1,2022-09-08,10
6628,40,1,2022-09-08,11
6629,111,1,2022-09-08,28
6630,176,1,2022-09-08,12
6631,292,1,2022-09-08,42
6632,38,1,2022-09-08,9.5
6633,40,1,2022-09-08,11
6634,27,1,2022-09-08,11
6635,62,1,2022-09-08,13
6636,47,1,2022-09-08,13
6637,85,1,2022-09-08,23
6638,40,1,2022-09-08,11
6639,41,1,2022-09-08,11
6640,230,1,2022-09-08,24
6641,243,1,2022-09-08,22
6642,46,1,2022-09-08,12
6643,299,1,2022-09-08,42
6644,185,1,2022-09-08,13
6645,82,1,2022-09-08,27
6646,252,1,2022-09-08,10
6647,183,1,2022-09-08,12
6648,181,1,2022-09-08,14.5
6649,152,1,2022-09-08,22
6650,197,1,2022-09-08,12
6651,297,1,2022-09-08,35
6652,149,1,2022-09-08,18
6653,244,1,2022-09-08,24
6654,176,1,2022-09-08,12
6655,117,1,2022-09-09,27
6656,47,1,2022-09-09,13
6657,176,1,2022-09-09,12
6658,9,1,2022-09-09,9
6659,157,1,2022-09-09,19
6660,177,1,2022-09-09,12.5
6661,180,1,2022-09-09,14
6662,113,1,2022-09-09,23
6663,254,1,2022-09-09,7
6664,225,1,2022-09-09,17
6665,221,1,2022-09-09,13.5
6666,219,1,2022-09-09,12.5
6667,281,1,2022-09-09,28
6668,1,1,2022-09-09,8.5
6669,297,1,2022-09-09,35
6670,204,1,2022-09-09,12
6671,180,1,2022-09-09,14
6672,83,1,2022-09-09,28
6673,170,1,2022-09-09,12.5
6674,69,1,2022-09-09,13
6675,249,1,2022-09-09,8
6676,8,1,2022-09-09,8.5
6677,229,1,2022-09-09,22
6678,18,1,2022-09-09,10
6679,13,1,2022-09-09,11
6680,26,1,2022-09-09,11
6681,45,1,2022-09-09,11
6682,33,1,2022-09-09,11
6683,161,1,2022-09-09,25
6684,9,1,2022-09-09,9
6685,151,1,2022-09-09,20
6686,167,1,2022-09-09,24
6687,200,1,2022-09-09,13.5
6688,251,1,2022-09-12,9
6689,82,1,2022-09-12,27
6690,229,1,2022-09-12,22
6691,9,1,2022-09-12,9
6692,41,1,2022-09-12,11
6693,10,1,2022-09-12,9.5
6694,241,1,2022-09-12,19
6695,14,1,2022-09-12,12
6696,225,1,2022-09-12,17
6697,248,1,2022-09-12,7.5
6698,225,1,2022-09-12,17
6699,123,1,2022-09-12,26
6700,225,1,2022-09-12,17
6701,104,1,2022-09-12,28
6702,289,1,2022-09-12,32
6703,11,1,2022-09-12,10
6704,12,1,2022-09-12,11
6705,161,1,2022-09-12,25
6706,214,1,2022-09-12,13.5
6707,260,1,2022-09-12,6.5
6708,220,1,2022-09-12,13
6709,247,1,2022-09-12,7
6710,296,1,2022-09-12,32
6711,48,1,2022-09-12,13
6712,47,1,2022-09-12,13
6713,10,1,2022-09-12,9.5
6714,130,1,2022-09-12,20
6715,218,1,2022-09-12,12
6716,46,1,2022-09-13,12
6717,113,1,2022-09-13,23
6718,250,1,2022-09-13,8.5
6719,201,1,2022-09-13,14
6720,118,1,2022-09-13,28
6721,23,1,2022-09-13,9
6722,8,1,2022-09-13,8.5
6723,101,1,2022-09-13,25
6724,229,1,2022-09-13,22
6725,19,1,2022-09-13,11
6726,251,1,2022-09-13,9
6727,243,1,2022-09-13,22
6728,148,1,2022-09-13,17
6729,74,1,2022-09-13,26
6730,43,1,2022-09-13,9.5
6731,161,1,2022-09-13,25
6732,177,1,2022-09-13,12.5
6733,120,1,2022-09-13,23
6734,139,1,2022-09-13,24
6735,227,1,2022-09-13,19
6736,10,1,2022-09-13,9.5
6737,9,1,2022-09-13,9
6738,48,1,2022-09-13,13
6739,11,1,2022-09-13,10
6740,291,1,2022-09-13,38
6741,48,1,2022-09-13,13
6742,152,1,2022-09-13,22
6743,9,1,2022-09-13,9
6744,113,1,2022-09-13,23
6745,13,1,2022-09-13,11
6746,24,1,2022-09-13,9.5
6747,106,1,2022-09-13,23
6748,291,1,2022-09-13,38
6749,225,1,2022-09-13,17
6750,263,1,2022-09-13,8
6751,10,1,2022-09-13,9.5
6752,26,1,2022-09-13,11
6753,82,1,2022-09-13,27
6754,87,1,2022-09-13,25
6755,128,1,2022-09-13,18
6756,32,1,2022-09-13,10
6757,153,1,2022-09-13,24
6758,80,1,2022-09-13,25
6759,160,1,2022-09-13,24
6760,247,1,2022-09-13,7
6761,8,1,2022-09-13,8.5
6762,136,1,2022-09-13,19
6763,38,1,2022-09-13,9.5
6764,180,1,2022-09-13,14
6765,43,1,2022-09-13,9.5
6766,207,1,2022-09-13,13.5
6767,290,1,2022-09-13,35
6768,243,1,2022-09-13,22
6769,153,1,2022-09-13,24
6770,128,1,2022-09-13,18
6771,126,1,2022-09-13,29
6772,212,1,2022-09-13,12.5
6773,131,1,2022-09-13,22
6774,4,1,2022-09-13,10
6775,248,1,2022-09-14,7.5
6776,169,1,2022-09-14,12
6777,156,1,2022-09-14,18
6778,183,1,2022-09-14,12
6779,239,1,2022-09-14,17
6780,176,1,2022-09-14,12
6781,246,1,2022-09-14,6.5
6782,271,1,2022-09-14,8.5
6783,289,1,2022-09-14,32
6784,73,1,2022-09-14,25
6785,244,1,2022-09-14,24
6786,193,1,2022-09-14,13.5
6787,244,1,2022-09-14,24
6788,16,1,2022-09-14,9
6789,47,1,2022-09-14,13
6790,289,1,2022-09-14,32
6791,247,1,2022-09-14,7
6792,250,1,2022-09-14,8.5
6793,241,1,2022-09-14,19
6794,105,1,2022-09-14,29
6795,11,1,2022-09-14,10
6796,226,1,2022-09-14,18
6797,206,1,2022-09-14,13
6798,126,1,2022-09-14,29
6799,45,1,2022-09-14,11
6800,11,1,2022-09-14,10
6801,12,1,2022-09-14,11
6802,45,1,2022-09-14,11
6803,131,1,2022-09-14,22
6804,8,1,2022-09-14,8.5
6805,104,1,2022-09-14,28
6806,43,1,2022-09-14,9.5
6807,247,1,2022-09-14,7
6808,24,1,2022-09-14,9.5
6809,298,1,2022-09-14,38
6810,79,1,2022-09-14,24
6811,22,1,2022-09-14,8.5
6812,66,1,2022-09-14,11
6813,247,1,2022-09-14,7
