id,fecha,codigo_prenda,talla,cantidad_prenda,codigo_material,cantidad_material,unidad
4008,2022-02-12,BLU-PLOMA-003,30,12,PEL-001-PEL,18.0,metros cuadrados
4009,2022-02-12,BLU-PLOMA-003,30,12,CLA-001-CLA,6.0,metros cuadrados
4010,2022-02-12,EXT-MALDONADO-013,36,18,CIE-008-NEG,16.2,unidades
4011,2022-02-12,EXT-MALDONADO-013,36,18,HIL-004-NEG,27.0,unidades
4012,2022-02-12,EXT-MALDONADO-013,36,18,ELA-001-ELA,18.0,metros cuadrados
4013,2022-02-12,EXT-MALDONADO-013,36,18,COR-002-NEG,9.0,metros cuadrados
4014,2022-02-12,EXT-MALDONADO-013,36,18,VIO-002-BBL,10.8,metros cuadrados
4015,2022-02-12,EXT-MALDONADO-013,36,18,VIO-003-BNE,36.0,metros cuadrados
4016,2022-02-12,EXT-MALDONADO-013,36,18,RIB-004-ROJ,7.2,metros cuadrados
4017,2022-02-12,EXT-MALDONADO-013,36,18,RIB-003-NEG,16.2,metros cuadrados
4018,2022-02-12,BLU-REDONDO-004,32,6,GRA-001-BLA,6.6,metros cuadrados
4019,2022-02-12,BLU-REDONDO-004,32,6,HIL-002-BLA,6.0,unidades
4020,2022-02-12,BLU-REDONDO-004,32,6,BOT-002-BLA,36.0,unidades
4021,2022-02-12,BLU-REDONDO-004,32,6,PEL-001-PEL,9.0,metros cuadrados
4022,2022-02-12,BLU-REDONDO-004,32,6,CLA-001-CLA,3.0,metros cuadrados
4023,2022-02-12,POL-STAR-039,34,12,PIQ-001-BLA,9.6,metros cuadrados
4024,2022-02-12,POL-STAR-039,34,12,CUE-001-TEJ,12.0,unidades
4025,2022-02-12,POL-STAR-039,34,12,PUN-001-TEJ,24.0,unidades
4026,2022-02-12,POL-STAR-039,34,12,BOT-007-TRA,36.0,unidades
4027,2022-02-12,POL-STAR-039,34,12,PEL-001-PEL,4.8,metros cuadrados
4028,2022-02-14,BLU-SPORT-006,40,6,GRA-001-BLA,9.0,metros cuadrados
4029,2022-02-14,BLU-SPORT-006,40,6,HIL-002-BLA,6.0,unidades
4030,2022-02-14,BLU-SPORT-006,40,6,BOT-002-BLA,36.0,unidades
4031,2022-02-14,BLU-SPORT-006,40,6,PEL-001-PEL,9.0,metros cuadrados
4032,2022-02-14,BLU-SPORT-006,40,6,CLA-001-CLA,3.0,metros cuadrados
4033,2022-02-14,CAM-BLANCA-007,36,18,FAS-001-BLA,25.2,metros cuadrados
4034,2022-02-14,CAM-BLANCA-007,36,18,BOT-002-BLA,18.0,unidades
4035,2022-02-14,CAM-BLANCA-007,36,18,HIL-002-BLA,144.0,unidades
4036,2022-02-14,CAM-BLANCA-007,36,18,PEL-001-PEL,27.0,metros cuadrados
4037,2022-02-14,CAM-BLANCA-007,36,18,CLA-001-CLA,9.0,metros cuadrados
4038,2022-02-14,POL-STAR-039,40,12,PIQ-001-BLA,9.6,metros cuadrados
4039,2022-02-14,POL-STAR-039,40,12,CUE-001-TEJ,12.0,unidades
4040,2022-02-14,POL-STAR-039,40,12,PUN-001-TEJ,24.0,unidades
4041,2022-02-14,POL-STAR-039,40,12,BOT-007-TRA,36.0,unidades
4042,2022-02-14,POL-STAR-039,40,12,PEL-001-PEL,4.8,metros cuadrados
4043,2022-02-14,CAM-SFN-010,30,18,FAS-002-RAY,19.8,metros cuadrados
4044,2022-02-14,CAM-SFN-010,30,18,BOT-005-PLO,18.0,unidades
4045,2022-02-14,CAM-SFN-010,30,18,HIL-005-PLO,144.0,unidades
4046,2022-02-14,CAM-SFN-010,30,18,PEL-001-PEL,27.0,metros cuadrados
4047,2022-02-14,CAM-SFN-010,30,18,CLA-001-CLA,9.0,metros cuadrados
4048,2022-02-14,POL-SFN-038,40,6,PIQ-001-BLA,4.8,metros cuadrados
4049,2022-02-14,POL-SFN-038,40,6,CUE-001-TEJ,6.0,unidades
4050,2022-02-14,POL-SFN-038,40,6,PUN-001-TEJ,12.0,unidades
4051,2022-02-14,POL-SFN-038,40,6,BOT-007-TRA,18.0,unidades
4052,2022-02-14,POL-SFN-038,40,6,PEL-001-PEL,2.4,metros cuadrados
4053,2022-02-14,FAL-PLOMA-022,34,12,CAS-001-PLO,14.4,metros cuadrados
4054,2022-02-14,FAL-PLOMA-022,34,12,BOT-005-PLO,12.0,unidades
4055,2022-02-14,FAL-PLOMA-022,34,12,CIE-009-PLO,12.0,unidades
4056,2022-02-14,FAL-PLOMA-022,34,12,PEL-001-PEL,10.8,metros cuadrados
4057,2022-02-14,FAL-PLOMA-022,34,12,PRE-003-PLO,10.8,metros cuadrados
4058,2022-02-14,FAL-PLOMA-022,34,12,HIL-005-PLO,12.0,unidades
4059,2022-02-14,FAL-ISABELGODIN-021,36,6,ESC-002-CUA,7.2,metros cuadrados
4060,2022-02-14,FAL-ISABELGODIN-021,36,6,BOT-001-AZU,6.0,unidades
4061,2022-02-14,FAL-ISABELGODIN-021,36,6,CIE-007-DAM,6.0,unidades
4062,2022-02-14,FAL-ISABELGODIN-021,36,6,PRE-001-AZM,1.8,metros cuadrados
4063,2022-02-14,FAL-ISABELGODIN-021,36,6,PEL-001-PEL,5.4,metros cuadrados
4064,2022-02-14,FAL-ISABELGODIN-021,36,6,HIL-001-AZU,12.0,unidades
4065,2022-02-14,POL-SFN-038,30,6,PIQ-001-BLA,4.2,metros cuadrados
4066,2022-02-14,POL-SFN-038,30,6,CUE-001-TEJ,6.0,unidades
4067,2022-02-14,POL-SFN-038,30,6,PUN-001-TEJ,12.0,unidades
4068,2022-02-14,POL-SFN-038,30,6,BOT-007-TRA,18.0,unidades
4069,2022-02-14,POL-SFN-038,30,6,PEL-001-PEL,2.4,metros cuadrados
4070,2022-02-15,EXT-SFN-015,36,24,ADI-003-AZM,24.0,metros cuadrados
4071,2022-02-15,EXT-SFN-015,36,24,ADI-004-BLA,24.0,metros cuadrados
4072,2022-02-15,EXT-SFN-015,36,24,ADI-001-AMA,24.0,metros cuadrados
4073,2022-02-15,EXT-SFN-015,36,24,CIE-004-CAZ,19.2,metros cuadrados
4074,2022-02-15,EXT-SFN-015,36,24,CIE-002-AZU,14.4,unidades
4075,2022-02-15,EXT-SFN-015,36,24,HIL-001-AZU,48.0,unidades
4076,2022-02-15,EXT-SFN-015,36,24,HIL-002-BLA,24.0,unidades
4077,2022-02-15,BLU-PUNTA-002,34,12,GRA-001-BLA,16.8,metros cuadrados
4078,2022-02-15,BLU-PUNTA-002,34,12,HIL-002-BLA,12.0,unidades
4079,2022-02-15,BLU-PUNTA-002,34,12,BOT-002-BLA,72.0,unidades
4080,2022-02-15,BLU-PUNTA-002,34,12,PEL-001-PEL,18.0,metros cuadrados
4081,2022-02-15,BLU-PUNTA-002,34,12,CLA-001-CLA,6.0,metros cuadrados
4082,2022-02-15,EXT-MALDONADO-013,36,12,CIE-008-NEG,10.8,unidades
4083,2022-02-15,EXT-MALDONADO-013,36,12,HIL-004-NEG,18.0,unidades
4084,2022-02-15,EXT-MALDONADO-013,36,12,ELA-001-ELA,12.0,metros cuadrados
4085,2022-02-15,EXT-MALDONADO-013,36,12,COR-002-NEG,6.0,metros cuadrados
4086,2022-02-15,EXT-MALDONADO-013,36,12,VIO-002-BBL,7.2,metros cuadrados
4087,2022-02-15,EXT-MALDONADO-013,36,12,VIO-003-BNE,24.0,metros cuadrados
4088,2022-02-15,EXT-MALDONADO-013,36,12,RIB-004-ROJ,4.8,metros cuadrados
4089,2022-02-15,EXT-MALDONADO-013,36,12,RIB-003-NEG,10.8,metros cuadrados
4090,2022-02-15,CAM-PLOMO-009,28,6,CAS-003-PLO,6.0,metros cuadrados
4091,2022-02-15,CAM-PLOMO-009,28,6,BOT-005-PLO,6.0,unidades
4092,2022-02-15,CAM-PLOMO-009,28,6,HIL-005-PLO,48.0,unidades
4093,2022-02-15,CAM-PLOMO-009,28,6,PEL-001-PEL,9.0,metros cuadrados
4094,2022-02-15,CAM-PLOMO-009,28,6,CLA-001-CLA,3.0,metros cuadrados
4095,2022-02-16,PNT-AZUL-033,30,18,CAS-002-AZM,21.6,metros cuadrados
4096,2022-02-16,PNT-AZUL-033,30,18,CIE-007-DAM,18.0,unidades
4097,2022-02-16,PNT-AZUL-033,30,18,PEL-001-PEL,10.8,metros cuadrados
4098,2022-02-16,PNT-AZUL-033,30,18,BOT-001-AZU,36.0,unidades
4099,2022-02-16,PNT-AZUL-033,30,18,GAN-001-PAN,18.0,unidades
4100,2022-02-16,PNT-AZUL-033,30,18,HIL-001-AZU,18.0,unidades
4101,2022-02-16,PNT-AZUL-033,30,18,PRE-001-AZM,21.6,metros cuadrados
4102,2022-02-16,BLU-SPORT-006,36,18,GRA-001-BLA,25.2,metros cuadrados
4103,2022-02-16,BLU-SPORT-006,36,18,HIL-002-BLA,18.0,unidades
4104,2022-02-16,BLU-SPORT-006,36,18,BOT-002-BLA,108.0,unidades
4105,2022-02-16,BLU-SPORT-006,36,18,PEL-001-PEL,27.0,metros cuadrados
4106,2022-02-16,BLU-SPORT-006,36,18,CLA-001-CLA,9.0,metros cuadrados
4107,2022-02-16,CAM-BLANCA-007,30,18,FAS-001-BLA,19.8,metros cuadrados
4108,2022-02-16,CAM-BLANCA-007,30,18,BOT-002-BLA,18.0,unidades
4109,2022-02-16,CAM-BLANCA-007,30,18,HIL-002-BLA,144.0,unidades
4110,2022-02-16,CAM-BLANCA-007,30,18,PEL-001-PEL,27.0,metros cuadrados
4111,2022-02-16,CAM-BLANCA-007,30,18,CLA-001-CLA,9.0,metros cuadrados
4112,2022-02-16,CAM-SFN-010,34,12,FAS-002-RAY,16.8,metros cuadrados
4113,2022-02-16,CAM-SFN-010,34,12,BOT-005-PLO,12.0,unidades
4114,2022-02-16,CAM-SFN-010,34,12,HIL-005-PLO,96.0,unidades
4115,2022-02-16,CAM-SFN-010,34,12,PEL-001-PEL,18.0,metros cuadrados
4116,2022-02-16,CAM-SFN-010,34,12,CLA-001-CLA,6.0,metros cuadrados
4117,2022-02-17,POL-STAR-039,36,6,PIQ-001-BLA,4.8,metros cuadrados
4118,2022-02-17,POL-STAR-039,36,6,CUE-001-TEJ,6.0,unidades
4119,2022-02-17,POL-STAR-039,36,6,PUN-001-TEJ,12.0,unidades
4120,2022-02-17,POL-STAR-039,36,6,BOT-007-TRA,18.0,unidades
4121,2022-02-17,POL-STAR-039,36,6,PEL-001-PEL,2.4,metros cuadrados
4122,2022-02-17,BLU-SPORT-006,32,12,GRA-001-BLA,13.2,metros cuadrados
4123,2022-02-17,BLU-SPORT-006,32,12,HIL-002-BLA,12.0,unidades
4124,2022-02-17,BLU-SPORT-006,32,12,BOT-002-BLA,72.0,unidades
4125,2022-02-17,BLU-SPORT-006,32,12,PEL-001-PEL,18.0,metros cuadrados
4126,2022-02-17,BLU-SPORT-006,32,12,CLA-001-CLA,6.0,metros cuadrados
4127,2022-02-17,VES-FATIMAS-041,30,6,ESC-001-CAF,9.0,metros cuadrados
4128,2022-02-17,VES-FATIMAS-041,30,6,PRE-002-CAQ,1.8,metros cuadrados
4129,2022-02-17,VES-FATIMAS-041,30,6,CIE-001-ABA,1.8,metros cuadrados
4130,2022-02-17,VES-FATIMAS-041,30,6,HIL-003-CAQ,12.0,unidades
4131,2022-02-17,EXT-CISNEROS-011,28,18,CAP-003-PLO,27.0,metros cuadrados
4132,2022-02-17,EXT-CISNEROS-011,28,18,ELA-001-ELA,9.0,metros cuadrados
4133,2022-02-17,EXT-CISNEROS-011,28,18,COR-003-PLO,16.2,metros cuadrados
4134,2022-02-17,EXT-CISNEROS-011,28,18,CIE-006-CVE,7.2,metros cuadrados
4135,2022-02-17,EXT-CISNEROS-011,28,18,RIB-005-VER,9.0,metros cuadrados
4136,2022-02-17,EXT-CISNEROS-011,28,18,HIL-005-PLO,54.0,unidades
4137,2022-02-18,FAL-SVP-024,40,6,ESC-003-CAZ,7.8,metros cuadrados
4138,2022-02-18,FAL-SVP-024,40,6,BOT-001-AZU,6.0,unidades
4139,2022-02-18,FAL-SVP-024,40,6,HIL-001-AZU,12.0,unidades
4140,2022-02-18,FAL-SVP-024,40,6,CIE-007-DAM,6.0,unidades
4141,2022-02-18,FAL-SVP-024,40,6,PRE-001-AZM,5.4,metros cuadrados
4142,2022-02-18,FAL-SVP-024,40,6,PEL-001-PEL,5.4,metros cuadrados
4143,2022-02-18,FAL-SVP-024,36,24,ESC-003-CAZ,28.8,metros cuadrados
4144,2022-02-18,FAL-SVP-024,36,24,BOT-001-AZU,24.0,unidades
4145,2022-02-18,FAL-SVP-024,36,24,HIL-001-AZU,48.0,unidades
4146,2022-02-18,FAL-SVP-024,36,24,CIE-007-DAM,24.0,unidades
4147,2022-02-18,FAL-SVP-024,36,24,PRE-001-AZM,21.6,metros cuadrados
4148,2022-02-18,FAL-SVP-024,36,24,PEL-001-PEL,21.6,metros cuadrados
4149,2022-02-18,PNT-PLOMO-035,36,12,CAP-003-PLO,15.6,metros cuadrados
4150,2022-02-18,PNT-PLOMO-035,36,12,CIE-007-DAM,12.0,unidades
4151,2022-02-18,PNT-PLOMO-035,36,12,PEL-001-PEL,9.6,metros cuadrados
4152,2022-02-18,PNT-PLOMO-035,36,12,BOT-005-PLO,24.0,unidades
4153,2022-02-18,PNT-PLOMO-035,36,12,GAN-001-PAN,12.0,unidades
4154,2022-02-18,PNT-PLOMO-035,36,12,HIL-005-PLO,24.0,unidades
4155,2022-02-18,PNT-PLOMO-035,36,12,PRE-003-PLO,15.6,metros cuadrados
4156,2022-02-18,FAL-ISABELGODIN-021,36,18,ESC-002-CUA,21.6,metros cuadrados
4157,2022-02-18,FAL-ISABELGODIN-021,36,18,BOT-001-AZU,18.0,unidades
4158,2022-02-18,FAL-ISABELGODIN-021,36,18,CIE-007-DAM,18.0,unidades
4159,2022-02-18,FAL-ISABELGODIN-021,36,18,PRE-001-AZM,5.4,metros cuadrados
4160,2022-02-18,FAL-ISABELGODIN-021,36,18,PEL-001-PEL,16.2,metros cuadrados
4161,2022-02-18,FAL-ISABELGODIN-021,36,18,HIL-001-AZU,36.0,unidades
4162,2022-02-18,VES-MJM-042,38,6,CAS-002-AZM,12.0,metros cuadrados
4163,2022-02-18,VES-MJM-042,38,6,CIE-004-CAZ,2.1,metros cuadrados
4164,2022-02-18,VES-MJM-042,38,6,PRE-002-CAQ,1.92,metros cuadrados
4165,2022-02-18,VES-MJM-042,38,6,HEB-001-DOR,6.0,unidades
4166,2022-02-18,VES-MJM-042,38,6,RES-001-CIN,6.0,unidades
4167,2022-02-18,VES-MJM-042,38,6,OJA-001-DOR,18.0,unidades
4168,2022-02-18,VES-MJM-042,38,6,HIL-001-AZU,18.0,unidades
4169,2022-02-18,CAM-PLOMO-009,40,12,CAS-003-PLO,18.0,metros cuadrados
4170,2022-02-18,CAM-PLOMO-009,40,12,BOT-005-PLO,12.0,unidades
4171,2022-02-18,CAM-PLOMO-009,40,12,HIL-005-PLO,96.0,unidades
4172,2022-02-18,CAM-PLOMO-009,40,12,PEL-001-PEL,18.0,metros cuadrados
4173,2022-02-18,CAM-PLOMO-009,40,12,CLA-001-CLA,6.0,metros cuadrados
4174,2022-02-19,BLU-PLOMA-003,40,6,CAS-003-PLO,9.0,metros cuadrados
4175,2022-02-19,BLU-PLOMA-003,40,6,HIL-005-PLO,6.0,unidades
4176,2022-02-19,BLU-PLOMA-003,40,6,BOT-005-PLO,72.0,unidades
4177,2022-02-19,BLU-PLOMA-003,40,6,PEL-001-PEL,9.0,metros cuadrados
4178,2022-02-19,BLU-PLOMA-003,40,6,CLA-001-CLA,3.0,metros cuadrados
4179,2022-02-19,FAL-CAQUI-020,30,18,TET-001-CAQ,21.6,metros cuadrados
4180,2022-02-19,FAL-CAQUI-020,30,18,BOT-003-CAQ,18.0,unidades
4181,2022-02-19,FAL-CAQUI-020,30,18,CIE-007-DAM,18.0,unidades
4182,2022-02-19,FAL-CAQUI-020,30,18,PEL-001-PEL,12.6,metros cuadrados
4183,2022-02-19,FAL-CAQUI-020,30,18,HIL-003-CAQ,18.0,unidades
4184,2022-02-19,FAL-CAQUI-020,30,18,PRE-002-CAQ,12.6,metros cuadrados
4185,2022-02-19,PNT-PLOMO-035,30,12,CAP-003-PLO,14.4,metros cuadrados
4186,2022-02-19,PNT-PLOMO-035,30,12,CIE-007-DAM,12.0,unidades
4187,2022-02-19,PNT-PLOMO-035,30,12,PEL-001-PEL,7.2,metros cuadrados
4188,2022-02-19,PNT-PLOMO-035,30,12,BOT-005-PLO,24.0,unidades
4189,2022-02-19,PNT-PLOMO-035,30,12,GAN-001-PAN,12.0,unidades
4190,2022-02-19,PNT-PLOMO-035,30,12,HIL-005-PLO,12.0,unidades
4191,2022-02-19,PNT-PLOMO-035,30,12,PRE-003-PLO,14.4,metros cuadrados
4192,2022-02-19,EXT-MJM-012,36,6,CAP-002-AZM,12.6,metros cuadrados
4193,2022-02-19,EXT-MJM-012,36,6,HIL-001-AZU,30.0,unidades
4194,2022-02-19,EXT-MJM-012,36,6,ELA-001-ELA,3.0,metros cuadrados
4195,2022-02-19,EXT-MJM-012,36,6,COR-001-AZU,5.4,metros cuadrados
4196,2022-02-19,EXT-MJM-012,36,6,RIB-001-AZU,3.0,metros cuadrados
4197,2022-02-19,BLU-REDONDO-004,38,18,GRA-001-BLA,27.0,metros cuadrados
4198,2022-02-19,BLU-REDONDO-004,38,18,HIL-002-BLA,18.0,unidades
4199,2022-02-19,BLU-REDONDO-004,38,18,BOT-002-BLA,108.0,unidades
4200,2022-02-19,BLU-REDONDO-004,38,18,PEL-001-PEL,27.0,metros cuadrados
4201,2022-02-19,BLU-REDONDO-004,38,18,CLA-001-CLA,9.0,metros cuadrados
4202,2022-02-19,BLU-CAQUI-001,28,24,TET-001-CAQ,24.0,metros cuadrados
4203,2022-02-19,BLU-CAQUI-001,28,24,BOT-003-CAQ,24.0,unidades
4204,2022-02-19,BLU-CAQUI-001,28,24,HIL-003-CAQ,144.0,unidades
4205,2022-02-19,BLU-CAQUI-001,28,24,PEL-001-PEL,36.0,metros cuadrados
4206,2022-02-19,BLU-CAQUI-001,28,24,CLA-001-CLA,12.0,metros cuadrados
4207,2022-02-19,EXT-SVP-018,32,6,COR-001-AZU,12.0,metros cuadrados
4208,2022-02-19,EXT-SVP-018,32,6,RIB-001-AZU,3.6,metros cuadrados
4209,2022-02-19,EXT-SVP-018,32,6,CIE-004-CAZ,3.0,metros cuadrados
4210,2022-02-19,EXT-SVP-018,32,6,HIL-002-BLA,3.6,unidades
4211,2022-02-19,EXT-SVP-018,32,6,CAP-002-AZM,12.0,metros cuadrados
4212,2022-02-21,BLU-CAQUI-001,38,18,TET-001-CAQ,27.0,metros cuadrados
4213,2022-02-21,BLU-CAQUI-001,38,18,BOT-003-CAQ,18.0,unidades
4214,2022-02-21,BLU-CAQUI-001,38,18,HIL-003-CAQ,108.0,unidades
4215,2022-02-21,BLU-CAQUI-001,38,18,PEL-001-PEL,27.0,metros cuadrados
4216,2022-02-21,BLU-CAQUI-001,38,18,CLA-001-CLA,9.0,metros cuadrados
4217,2022-02-21,BLU-SPORT-006,30,18,GRA-001-BLA,19.8,metros cuadrados
4218,2022-02-21,BLU-SPORT-006,30,18,HIL-002-BLA,18.0,unidades
4219,2022-02-21,BLU-SPORT-006,30,18,BOT-002-BLA,108.0,unidades
4220,2022-02-21,BLU-SPORT-006,30,18,PEL-001-PEL,27.0,metros cuadrados
4221,2022-02-21,BLU-SPORT-006,30,18,CLA-001-CLA,9.0,metros cuadrados
4222,2022-02-21,CAM-SFN-010,34,18,FAS-002-RAY,25.2,metros cuadrados
4223,2022-02-21,CAM-SFN-010,34,18,BOT-005-PLO,18.0,unidades
4224,2022-02-21,CAM-SFN-010,34,18,HIL-005-PLO,144.0,unidades
4225,2022-02-21,CAM-SFN-010,34,18,PEL-001-PEL,27.0,metros cuadrados
4226,2022-02-21,CAM-SFN-010,34,18,CLA-001-CLA,9.0,metros cuadrados
4227,2022-02-21,INT-SVP-032,30,24,JER-001-BLA,9.6,metros cuadrados
4228,2022-02-21,INT-SVP-032,30,24,RIB-002-BLA,4.8,metros cuadrados
4229,2022-02-21,INT-SVP-032,30,24,HIL-002-BLA,24.0,unidades
4230,2022-02-21,INT-SVP-032,30,24,VIO-001-AZU,12.0,metros cuadrados
4231,2022-02-21,INT-SVP-032,30,24,HIL-001-AZU,24.0,unidades
4232,2022-02-21,INT-SVP-032,30,24,RIB-001-AZU,36.0,metros cuadrados
4233,2022-02-22,POL-SFN-038,34,18,PIQ-001-BLA,14.4,metros cuadrados
4234,2022-02-22,POL-SFN-038,34,18,CUE-001-TEJ,18.0,unidades
4235,2022-02-22,POL-SFN-038,34,18,PUN-001-TEJ,36.0,unidades
4236,2022-02-22,POL-SFN-038,34,18,BOT-007-TRA,54.0,unidades
4237,2022-02-22,POL-SFN-038,34,18,PEL-001-PEL,7.2,metros cuadrados
4238,2022-02-22,VES-MJM-042,38,24,CAS-002-AZM,48.0,metros cuadrados
4239,2022-02-22,VES-MJM-042,38,24,CIE-004-CAZ,8.4,metros cuadrados
4240,2022-02-22,VES-MJM-042,38,24,PRE-002-CAQ,7.68,metros cuadrados
4241,2022-02-22,VES-MJM-042,38,24,HEB-001-DOR,24.0,unidades
4242,2022-02-22,VES-MJM-042,38,24,RES-001-CIN,24.0,unidades
4243,2022-02-22,VES-MJM-042,38,24,OJA-001-DOR,72.0,unidades
4244,2022-02-22,VES-MJM-042,38,24,HIL-001-AZU,72.0,unidades
4245,2022-02-22,FAL-CAQUI-020,32,6,TET-001-CAQ,7.2,metros cuadrados
4246,2022-02-22,FAL-CAQUI-020,32,6,BOT-003-CAQ,6.0,unidades
4247,2022-02-22,FAL-CAQUI-020,32,6,CIE-007-DAM,6.0,unidades
4248,2022-02-22,FAL-CAQUI-020,32,6,PEL-001-PEL,4.2,metros cuadrados
4249,2022-02-22,FAL-CAQUI-020,32,6,HIL-003-CAQ,6.0,unidades
4250,2022-02-22,FAL-CAQUI-020,32,6,PRE-002-CAQ,4.2,metros cuadrados
4251,2022-02-22,VES-SMJ-043,28,6,CAS-002-AZM,7.2,metros cuadrados
4252,2022-02-22,VES-SMJ-043,28,6,CIE-004-CAZ,1.2,metros cuadrados
4253,2022-02-22,VES-SMJ-043,28,6,PRE-002-CAQ,1.92,metros cuadrados
4254,2022-02-22,VES-SMJ-043,28,6,HEB-001-DOR,6.0,unidades
4255,2022-02-22,VES-SMJ-043,28,6,RES-001-CIN,6.0,unidades
4256,2022-02-22,VES-SMJ-043,28,6,OJA-001-DOR,18.0,unidades
4257,2022-02-22,VES-SMJ-043,28,6,HIL-001-AZU,18.0,unidades
4258,2022-02-22,FAL-SVP-024,38,18,ESC-003-CAZ,23.4,metros cuadrados
4259,2022-02-22,FAL-SVP-024,38,18,BOT-001-AZU,18.0,unidades
4260,2022-02-22,FAL-SVP-024,38,18,HIL-001-AZU,36.0,unidades
4261,2022-02-22,FAL-SVP-024,38,18,CIE-007-DAM,18.0,unidades
4262,2022-02-22,FAL-SVP-024,38,18,PRE-001-AZM,16.2,metros cuadrados
4263,2022-02-22,FAL-SVP-024,38,18,PEL-001-PEL,16.2,metros cuadrados
4264,2022-02-23,INT-CISNEROS-025,38,12,JER-001-BLA,8.4,metros cuadrados
4265,2022-02-23,INT-CISNEROS-025,38,12,RIB-005-VER,2.4,metros cuadrados
4266,2022-02-23,INT-CISNEROS-025,38,12,HIL-002-BLA,12.0,unidades
4267,2022-02-23,INT-CISNEROS-025,38,12,VIO-005-VER,6.6,metros cuadrados
4268,2022-02-23,INT-CISNEROS-025,38,12,HIL-007-VER,24.0,unidades
4269,2022-02-23,INT-CISNEROS-025,38,12,ELA-001-ELA,6.6,metros cuadrados
4270,2022-02-23,INT-CISNEROS-025,38,12,COR-004-VER,10.8,metros cuadrados
4271,2022-02-23,BLU-PLOMA-003,32,6,CAS-003-PLO,6.6,metros cuadrados
4272,2022-02-23,BLU-PLOMA-003,32,6,HIL-005-PLO,6.0,unidades
4273,2022-02-23,BLU-PLOMA-003,32,6,BOT-005-PLO,72.0,unidades
4274,2022-02-23,BLU-PLOMA-003,32,6,PEL-001-PEL,9.0,metros cuadrados
4275,2022-02-23,BLU-PLOMA-003,32,6,CLA-001-CLA,3.0,metros cuadrados
4276,2022-02-23,VES-MJM-042,32,6,CAS-002-AZM,8.4,metros cuadrados
4277,2022-02-23,VES-MJM-042,32,6,CIE-004-CAZ,1.8,metros cuadrados
4278,2022-02-23,VES-MJM-042,32,6,PRE-002-CAQ,1.92,metros cuadrados
4279,2022-02-23,VES-MJM-042,32,6,HEB-001-DOR,6.0,unidades
4280,2022-02-23,VES-MJM-042,32,6,RES-001-CIN,6.0,unidades
4281,2022-02-23,VES-MJM-042,32,6,OJA-001-DOR,18.0,unidades
4282,2022-02-23,VES-MJM-042,32,6,HIL-001-AZU,18.0,unidades
4283,2022-02-23,INT-SVP-032,30,12,JER-001-BLA,4.8,metros cuadrados
4284,2022-02-23,INT-SVP-032,30,12,RIB-002-BLA,2.4,metros cuadrados
4285,2022-02-23,INT-SVP-032,30,12,HIL-002-BLA,12.0,unidades
4286,2022-02-23,INT-SVP-032,30,12,VIO-001-AZU,6.0,metros cuadrados
4287,2022-02-23,INT-SVP-032,30,12,HIL-001-AZU,12.0,unidades
4288,2022-02-23,INT-SVP-032,30,12,RIB-001-AZU,18.0,metros cuadrados
4289,2022-02-24,EXT-SMJ-016,30,12,CAP-002-AZM,25.2,metros cuadrados
4290,2022-02-24,EXT-SMJ-016,30,12,ELA-001-ELA,7.2,metros cuadrados
4291,2022-02-24,EXT-SMJ-016,30,12,HIL-001-AZU,60.0,unidades
4292,2022-02-24,EXT-SMJ-016,30,12,COR-001-AZU,6.0,metros cuadrados
4293,2022-02-24,EXT-SMJ-016,30,12,RIB-001-AZU,10.8,metros cuadrados
4294,2022-02-24,EXT-SMJ-016,30,12,CIE-004-CAZ,6.0,metros cuadrados
4295,2022-02-24,PNT-CAQUI-034,38,12,TET-001-CAQ,16.8,metros cuadrados
4296,2022-02-24,PNT-CAQUI-034,38,12,CIE-007-DAM,12.0,unidades
4297,2022-02-24,PNT-CAQUI-034,38,12,PEL-001-PEL,9.6,metros cuadrados
4298,2022-02-24,PNT-CAQUI-034,38,12,BOT-003-CAQ,24.0,unidades
4299,2022-02-24,PNT-CAQUI-034,38,12,GAN-001-PAN,12.0,unidades
4300,2022-02-24,PNT-CAQUI-034,38,12,HIL-003-CAQ,24.0,unidades
4301,2022-02-24,PNT-CAQUI-034,38,12,PRE-002-CAQ,18.0,metros cuadrados
4302,2022-02-24,EXT-SMJ-016,34,6,CAP-002-AZM,12.6,metros cuadrados
4303,2022-02-24,EXT-SMJ-016,34,6,ELA-001-ELA,3.6,metros cuadrados
4304,2022-02-24,EXT-SMJ-016,34,6,HIL-001-AZU,30.0,unidades
4305,2022-02-24,EXT-SMJ-016,34,6,COR-001-AZU,3.0,metros cuadrados
4306,2022-02-24,EXT-SMJ-016,34,6,RIB-001-AZU,5.4,metros cuadrados
4307,2022-02-24,EXT-SMJ-016,34,6,CIE-004-CAZ,3.0,metros cuadrados
4308,2022-02-24,INT-SVP-032,40,12,JER-001-BLA,4.8,metros cuadrados
4309,2022-02-24,INT-SVP-032,40,12,RIB-002-BLA,2.4,metros cuadrados
4310,2022-02-24,INT-SVP-032,40,12,HIL-002-BLA,12.0,unidades
4311,2022-02-24,INT-SVP-032,40,12,VIO-001-AZU,6.0,metros cuadrados
4312,2022-02-24,INT-SVP-032,40,12,HIL-001-AZU,24.0,unidades
4313,2022-02-24,INT-SVP-032,40,12,RIB-001-AZU,18.0,metros cuadrados
4314,2022-02-24,FAL-PLOMA-022,34,6,CAS-001-PLO,7.2,metros cuadrados
